Identifiant;Commune du lieu d'intervention;Type d'intervention;Numéro de la voie;Type de voie;Nom de la voie;Préfixe de la voie;location
10009;ST MARS LA JAILLE;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;GARE;DE LA;47.5203109557, -1.18394830763
10013;ST MICHEL CHEF CHEF;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D96 RTE DE LA PLAINE S MER;;47.1656775439, -2.15178717953
10020;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;AVENUE;ANTOINE BOURDELLE;;47.2868009974, -2.18698832775
10031;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;RUE;PIERRE MENDES-FRANCE;;47.2730847047, -2.21659524382
10062;STE PAZANNE;ACCIDENT VOIE PUBLIQUE;8;RUE;IRIS;DES;47.1000843783, -1.80094768554
10079;VERTOU;ACCIDENT VOIE PUBLIQUE;62;RUE;NOE DE L'EPINETTE;DE LA;47.1840730734, -1.514313952
10093;VILLEPOT;ACCIDENT VOIE PUBLIQUE;7;RUE;STADE;DU;47.7750483956, -1.27428708455
10097;GORGES;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;GRANDE METAIRIE;LA;47.0920701981, -1.31802042158
10098;LE CROISIC;ACCIDENT VOIE PUBLIQUE;;AVENUE;CASTOUILLET;DU;47.3004368096, -2.53335177277
10102;NANTES;ACCIDENT VOIE PUBLIQUE;12;RUE;CREBILLON;;47.2137578075, -1.56044142072
10105;NOZAY;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;VILLE AU CHEF;LA;47.582872491, -1.57696327442
10112;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;;AVENUE;PIERRE PERCEE;DE LA;47.2839131813, -2.39058565935
10113;NANTES;ACCIDENT VOIE PUBLIQUE;90;BOULEVARD;ROBERT SCHUMAN;;47.2400628499, -1.57199897328
10114;NANTES;ACCIDENT VOIE PUBLIQUE;157;ROUTE;VANNES;DE;47.2347280904, -1.58189752227
10115;NANTES;ACCIDENT VOIE PUBLIQUE;60;BOULEVARD;LELASSEUR;;47.2313963663, -1.56913113359
10117;NANTES;ACCIDENT VOIE PUBLIQUE;4;RUE;LOUIS BLANC;;47.2065416279, -1.55489361529
10123;GUENROUET;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CROIX DE FER;LA;47.4920291428, -1.95769719483
10126;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;109;AVENUE;MAL DE LATTRE DE TASSIGNY;DU;47.2824343266, -2.40971025536
10128;LA CHAPELLE BASSE MER;ACCIDENT VOIE PUBLIQUE;25;RUE;GRAND PUITS;DU;47.272932716, -1.33637775296
10135;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;BREIL;DU;47.2296808339, -1.58649967073
10140;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;SALVADOR ALLENDE;;47.2070862011, -1.57313318932
10149;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;PROFESSEUR JACQUES MONOD;;47.2409911242, -1.63864542211
10157;ST SEBASTIEN SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;ILE;FORGET;ILE;47.2102644862, -1.51215403718
10159;VARADES;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;DIOTTERIE;LA;47.3962135813, -0.989667231205
10165;VERTOU;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CHENE FERRE;LE;47.18382829, -1.46336911587
10176;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;PLACE;CAP SIZUN;DU;47.2221081482, -1.63823430531
10188;LA PLAINE SUR MER;ACCIDENT VOIE PUBLIQUE;;;allee de la baie du nid;;47.145073411, -2.22913406486
10190;LA TURBALLE;ACCIDENT VOIE PUBLIQUE;;ROUTE;PEN BRON;DE;47.3048194264, -2.51145215044
10194;LE POULIGUEN;ACCIDENT VOIE PUBLIQUE;;PORT;POULIGUEN;DU;47.2742387411, -2.4242361868
10198;MESQUER;ACCIDENT VOIE PUBLIQUE;;QUAI;POINTE DE MERQUEL;DE LA;47.4201814337, -2.46730557428
10202;MONTOIR DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;RUE;GOELETTE;DE LA;47.3040752519, -2.1225767549
10215;PREFAILLES;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;POINTE SAINT GILDAS;;47.1342796278, -2.24586949042
10220;ST BREVIN LES PINS;ACCIDENT VOIE PUBLIQUE;;AVENUE;EDOUARD BRANLY;;47.2494973104, -2.16948827785
10221;ST MICHEL CHEF CHEF;ACCIDENT VOIE PUBLIQUE;;PLAGE;REDOIS;DU;47.1814049831, -2.16254208109
10223;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;QUAI;COMMERCE;DU;47.2741597485, -2.20257367206
10226;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;68;BOULEVARD;ALBERT 1ER;;47.2637189477, -2.22557968591
10234;DONGES;ACCIDENT VOIE PUBLIQUE;;RUE;UNZAINE;DE L';47.3052405098, -2.0744185213
10237;MONTOIR DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;PONT,VIADUC,PASSERELLE;SAINT NAZAIRE;DE;47.279442007, -2.1661869919
10240;NANTES;ACCIDENT VOIE PUBLIQUE;;QUAI;MARQUIS D'AIGUILLON;;47.201864366, -1.57651835394
10241;PAIMBOEUF;ACCIDENT VOIE PUBLIQUE;;CHEMIN;ESTUAIRE;DE L';47.2903871448, -2.03833945849
7752;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;VICTOR MANGIN;;47.2008210788, -1.54451331214
7754;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;VICTOR MANGIN;;47.2008210788, -1.54451331214
9860;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;BON SECOURS;;47.213619721, -1.5535973109
9875;NANTES;ACCIDENT VOIE PUBLIQUE;1;RUE;JEAN GORIN;;47.2093510203, -1.5289536556
9881;NANTES;ACCIDENT VOIE PUBLIQUE;;QUAI;ANDRE RHUYS;;47.2070449986, -1.55278905202
9882;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;PAUL RAMADIER;;47.2062199252, -1.53073646703
9887;NANTES;ACCIDENT VOIE PUBLIQUE;27;BOULEVARD;GUSTAVE ROCH;;47.2027338, -1.55296480684
9890;NANTES;ACCIDENT VOIE PUBLIQUE;;PONT,VIADUC,PASSERELLE;GEORGES CLEMENCEAU;;47.2015937253, -1.53519948739
9895;NORT SUR ERDRE;ACCIDENT VOIE PUBLIQUE;45;RUE;PAIX;DE LA;47.4398589506, -1.49674335395
9896;NORT SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;RUE;ECOLES;DES;47.4366081413, -1.49673519369
9899;ORVAULT;ACCIDENT VOIE PUBLIQUE;;RUE;LANDREAU;DU;47.2718566157, -1.63059171468
9901;ORVAULT;ACCIDENT VOIE PUBLIQUE;;RUE;PONT AUX PRETRES;DU;47.2691060481, -1.62361239021
9904;ORVAULT;ACCIDENT VOIE PUBLIQUE;;AVENUE;CHOLIERE;DE LA;47.2516917773, -1.60584025516
9916;PONTCHATEAU;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BEAUMARD;;47.4567159122, -2.11468425809
9921;PORNIC;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;RATIERE;LA;47.1287596048, -2.16564823379
9928;PORNIC;ACCIDENT VOIE PUBLIQUE;;RUE;BOCANDE;DE;47.1118803683, -2.10218243949
9929;PORNIC;ACCIDENT VOIE PUBLIQUE;11;AVENUE;BOB LAURENT;;47.1077067037, -2.09498734291
9940;PORNICHET;ACCIDENT VOIE PUBLIQUE;65;AVENUE;LITTORAL;DU;47.2425324451, -2.31070710799
9944;PRINQUIAU;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D100 RTE DE CAMPBON;;47.3792578229, -2.00721611381
9945;PUCEUL;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CHATELIER;LE;47.5343322532, -1.63126759203
9955;REZE;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;JEAN MONNET;;47.1660236661, -1.54703666024
9961;SAVENAY;ACCIDENT VOIE PUBLIQUE;8;RUE;PRINCE BOIS;DU;47.3615797002, -1.93500192096
9963;SAVENAY;ACCIDENT VOIE PUBLIQUE;18;RUE;PRESIDENT KENNEDY;DU;47.3597689613, -1.93695174213
9970;ST ANDRE DES EAUX;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D127 RTE DE LA BAULE;;47.3080738134, -2.31671407265
9973;ST BREVIN LES PINS;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;ANCIENS COMBATTANTS D'AFN;DES;47.2447758352, -2.15817421577
9981;ST ETIENNE DE MONTLUC;ACCIDENT VOIE PUBLIQUE;3;SQUARE,JARDIN PUBLIC;CLUNAIS;DE LA;47.2695369735, -1.76316497437
9983;ST GILDAS DES BOIS;ACCIDENT VOIE PUBLIQUE;1;RUE;GABRIEL DESHAYES;;47.5157850887, -2.03837445472
10005;ST LYPHARD;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MEZERAC;;47.3926759229, -2.34471668761
10007;ST MALO DE GUERSAC;ACCIDENT VOIE PUBLIQUE;;RUE;PAQUELAIS;DE LA;47.3558877964, -2.17328597984
10008;ST MALO DE GUERSAC;ACCIDENT VOIE PUBLIQUE;18;RUE;LOUISE MICHEL;;47.3535734198, -2.18178820296
10011;ST MICHEL CHEF CHEF;ACCIDENT VOIE PUBLIQUE;;RUE;THARON;DE;47.1747776222, -2.15434717449
10026;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;RUE;YPRES;D';47.2780229736, -2.21338804799
10027;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;AVENUE;FREGATES;DES;47.2778536556, -2.19869020593
10032;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;8;BOULEVARD;RENE COTY;;47.2729224346, -2.20310407972
10037;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;ALLEE;TULIPES;DES;47.2637557616, -2.24919769517
10044;ST PHILBERT GRANDLIEU;ACCIDENT VOIE PUBLIQUE;;RUE;BONNE FONTAINE;DE;47.0326685007, -1.64560443151
10046;ST SEBASTIEN SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;PAS ENCHANTES;DES;47.2083853008, -1.51340670015
10050;ST SEBASTIEN SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;RUE;HENRI MAINGUET;;47.2060044601, -1.50459192867
10055;ST SEBASTIEN SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;RUE;LOURNEAU;DE LA;47.1996699459, -1.48816087821
10063;STE PAZANNE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MORTONNERIE;LA;47.0857858595, -1.83937267307
10071;TREILLIERES;ACCIDENT VOIE PUBLIQUE;;;CHAVAGNES;;47.3473812493, -1.67178671952
10074;TRIGNAC;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS SAVENAY - LA BAULE;;47.3212829907, -2.18977637573
10083;VERTOU;ACCIDENT VOIE PUBLIQUE;;RUE;CALE;DE LA;47.1795645848, -1.5123120427
10085;VERTOU;ACCIDENT VOIE PUBLIQUE;;RUE;CALE;DE LA;47.1789414014, -1.51020652717
10086;VERTOU;ACCIDENT VOIE PUBLIQUE;;RUE;BIGNONNET;DU;47.1741517527, -1.46539013997
10087;VERTOU;ACCIDENT VOIE PUBLIQUE;;RUE;ANJOU;D';47.1705742665, -1.46981152647
10090;VERTOU;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PORTILLON;;47.1496416618, -1.46685891781
10095;ARTHON EN RETZ;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MOULIN CHATELIER;LE;47.1495318503, -1.95110964321
10111;VIEILLEVIGNE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;AUDONNIERE;L';46.9961840701, -1.45329702413
10127;LA CHAPELLE BASSE MER;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PIERRE PERCEE;LA;47.2817278676, -1.38511316845
10129;LE BIGNON;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D57 RTE DE MONTBERT;;47.0918664539, -1.49447880712
10130;LE CROISIC;ACCIDENT VOIE PUBLIQUE;;AVENUE;GAMBETTA;;47.2899375455, -2.51321453014
10138;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;GENERAL MELLINET;;47.2116346505, -1.57658497282
10151;ST MARS DU DESERT;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BEAUCHENE;;47.3586104456, -1.45844995852
10156;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;38;AVENUE;REPUBLIQUE;DE LA;47.279758675, -2.21233089265
10163;LA CHAPELLE LAUNAY;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MAURICAUDAIS;LA;47.3673594174, -1.97586795717
10164;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;STALINGRAD;DE;47.2175514655, -1.54169467586
10166;BOUVRON;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;SAINT ELOI;;47.4165333946, -1.89425436236
10168;ANETZ;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;COSNIERS;LES;47.3727854989, -1.08659015754
10169;OUDON;ACCIDENT VOIE PUBLIQUE;;RUE;GARE;DE LA;47.3433951239, -1.29176739007
10180;DONGES;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;FEU DU MOLE;;47.304500287, -2.06997309872
10183;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;;PORT;POULIGUEN;DU;47.2750261873, -2.42437254148
10184;LA BERNERIE EN RETZ;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;SENNETIERE;LA;47.0741206287, -2.02229810294
10185;LA PLAINE SUR MER;ACCIDENT VOIE PUBLIQUE;;PLAGE;CORMIER;DU;47.1579358604, -2.17671400364
10191;LE CROISIC;ACCIDENT VOIE PUBLIQUE;;PLAGE;SAINT GOUSTAN;DE;47.300955192, -2.52982185411
10196;LE POULIGUEN;ACCIDENT VOIE PUBLIQUE;;IMPASSE;CALE DES TRITONS;;47.2623452844, -2.41849061166
10197;MASSERAC;ACCIDENT VOIE PUBLIQUE;15;LIEU-DIT,VILLAGE,HAMEAU;ROLLAND;;47.6671797155, -1.92366833536
10203;MONTOIR DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;RUE;EVENS;DES;47.2904711456, -2.17148656665
10206;PORNIC;ACCIDENT VOIE PUBLIQUE;;PORT;NOEVEILLARD;DE LA;47.1099729176, -2.11097289346
10213;PORNICHET;ACCIDENT VOIE PUBLIQUE;;PLAGE;BONNE SOURCE;DE;47.2479490157, -2.32520563755
10217;ST BREVIN LES PINS;ACCIDENT VOIE PUBLIQUE;;PLACE;ANTOINE BOUGAINVILLE;;47.2682993487, -2.16794896675
10218;ST BREVIN LES PINS;ACCIDENT VOIE PUBLIQUE;;PORT;A SEC DE MINDIN;;47.2680202059, -2.16932863375
10227;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;ALBERT 1ER;;47.2637189477, -2.22557968591
10232;ANCENIS;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BARRIERE SAINT PIERRE;;47.3663917175, -1.17341086697
10238;NANTES;ACCIDENT VOIE PUBLIQUE;;CHEMIN;BATELIERS;DES;47.219133124, -1.51143024658
10244;REZE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;HAUTE ILE;;47.1966744801, -1.55263025109
10255;VERTOU;ACCIDENT VOIE PUBLIQUE;13;QUAI;CHAUSSEE DES MOINES;DE LA;47.1685400039, -1.48093233695
10260;NANTES;ACCIDENT VOIE PUBLIQUE;;QUAI;FERDINAND FAVRE;;47.214267116, -1.54267279659
10263;PORNICHET;ACCIDENT VOIE PUBLIQUE;214;BOULEVARD;OCEANIDES;DES;47.2664977512, -2.34649573462
10266;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;PORT;DESIRE;;47.2590295168, -2.22316774106
10269;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;;QUAI;RAGEOT DE LA TOUCHE;;47.2762255722, -2.42544603515
10271;LE POULIGUEN;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PENCHATEAU;;47.2627040034, -2.42290440069
7256;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;RUE;ROGER SALENGRO;;47.2771031035, -2.20883459602
7260;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;AVENUE;FERDINAND DE LESSEPS;;47.2717356341, -2.21858531045
7272;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;265;ROUTE;COTE D'AMOUR;DE LA;47.2566121215, -2.26498376039
7273;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;32;AVENUE;JACQUES PARIS BOLLARDIERE;;47.2506298954, -2.27037138594
7274;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;130;ROUTE;SAINT MARC;DE;47.2496116526, -2.26427551148
7276;ST PERE EN RETZ;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;JARRIAIS;LA;47.2212220325, -2.09465651021
7279;ST PERE EN RETZ;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MOUCHEFAITE;;47.2056851223, -2.05284669936
7280;ST PERE EN RETZ;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D78 RTE DE ST MICHEL CCHEF;;47.2034390585, -2.05882331213
7281;ST PHILBERT GRANDLIEU;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CROIX AUX SOEURS;LA;47.0610883523, -1.60640251429
7286;ST PHILBERT GRANDLIEU;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D117 MACHECOUL-ST PHILBERT;;47.0243547838, -1.6725191932
7303;ST SULPICE DES LANDES;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;GERARDIERE;LA;47.5724486763, -1.18847894797
7308;ST VINCENT DES LANDES;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CROIX LAURENT;LA;47.6749636362, -1.47718440197
7314;STE LUCE SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.2411822939, -1.48919822615
7315;STE PAZANNE;ACCIDENT VOIE PUBLIQUE;;RUE;POGNERES;DES;47.1108731359, -1.80854950495
7322;SUCE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CORNETTE;LA;47.357111305, -1.54158938553
7333;TREILLIERES;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PIGEON BLANC;LE;47.2957312712, -1.61202840386
7343;TRIGNAC;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS GUERANDE - PORNIC;;47.2953079731, -2.22040941606
7346;VALLET;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS NANTES- CHOLET;;47.1550352556, -1.23169838558
7352;VERTOU;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;AUGUSTE PRIOU;;47.1806908299, -1.50474432223
7354;VERTOU;ACCIDENT VOIE PUBLIQUE;92;ROUTE;NANTES;DE;47.1800945292, -1.50884948042
9014;NANTES;ACCIDENT VOIE PUBLIQUE;;ROUTE;VANNES;DE;47.2347280904, -1.58189752227
9022;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;GENERAL LANREZAC;;47.2330892596, -1.54968395565
9023;NANTES;ACCIDENT VOIE PUBLIQUE;44;;ALBERT CALMETTE;;47.2321162749, -1.57340193644
9024;NANTES;ACCIDENT VOIE PUBLIQUE;;CHEMIN;CLARIERE;DE LA;47.2327741343, -1.49233900511
9029;NANTES;ACCIDENT VOIE PUBLIQUE;41;BOULEVARD;AUGUSTE PENEAU;;47.2297535475, -1.51110985347
9031;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;DESAIX;;47.2274206116, -1.55138775146
9040;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;ERNEST DALBY;;47.2242546352, -1.5298319879
9051;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;TERTRE;DU;47.218068918, -1.60398468488
9052;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;BOURGNEUF;DU;47.2193648344, -1.55790165085
9061;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;STALINGRAD;DE;47.2175514655, -1.54169467586
9067;NANTES;ACCIDENT VOIE PUBLIQUE;2;RUE;LOURMEL;DE;47.2162395672, -1.54240597645
9074;NANTES;ACCIDENT VOIE PUBLIQUE;;AVENUE;CARNOT;;47.213729871, -1.54498676518
9075;NANTES;ACCIDENT VOIE PUBLIQUE;;AVENUE;CARNOT;;47.213729871, -1.54498676518
9078;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;JEAN PHILIPPOT;;47.2126813826, -1.55391244183
9079;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;FOURE;;47.2123585706, -1.54665856152
9089;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;LEON JOUHAUX;;47.2093520211, -1.58861815582
9101;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;MARTYRS NANTAIS DE LA RESI;DES;47.206502584, -1.54830877108
9103;NANTES;ACCIDENT VOIE PUBLIQUE;60;RUE;PAVILLONS;DES;47.2043502539, -1.59425176359
9121;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;MAURICE SARRAIL;;47.1943168698, -1.5461559424
9132;NOZAY;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;VILLE AU CHEF;LA;47.5806804439, -1.58027576601
9138;ORVAULT;ACCIDENT VOIE PUBLIQUE;;AVENUE;CLAUDE ANTOINE PECCOT;;47.2543584112, -1.6155617873
9143;PETIT MARS;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PLESSIS;LE;47.4045919366, -1.46920342935
9145;PIRIAC SUR MER;ACCIDENT VOIE PUBLIQUE;;RUE;FLOTS;DES;47.3697603301, -2.52933245974
9146;PIRIAC SUR MER;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MELINIAC;;47.3672454501, -2.49108536721
9148;PLESSE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D2 RTE DE VAY;;47.5561934809, -1.85002641183
9152;PLESSE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PIERRE FOLLE;LA;47.5323088242, -1.94345813149
9158;PONT SAINT MARTIN;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;VIAIS;DE;47.111716789, -1.53860370953
9164;PORNIC;ACCIDENT VOIE PUBLIQUE;1;RUE;TRAITE D'AMSTERDAM;DU;47.1259723925, -2.1257141498
9165;PORNIC;ACCIDENT VOIE PUBLIQUE;;RUE;TRAITE D'AMSTERDAM;DU;47.1243377515, -2.13114926899
9166;PORNIC;ACCIDENT VOIE PUBLIQUE;38;RUE;CHAMPS FRANCS;DES;47.1238881118, -2.11532245406
9173;PORNIC;ACCIDENT VOIE PUBLIQUE;;RUE;CHABUT;DU;47.1160002581, -2.09909170004
9175;PORNIC;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS GUERANDE - PORNIC;;47.1094363954, -2.06967172866
9179;PORNICHET;ACCIDENT VOIE PUBLIQUE;;AVENUE;GENERAL DE GAULLE;DU;47.2657549389, -2.34059250386
9182;PORNICHET;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;LEOPOLD MOULINS ROCHEFORT;DU COMTE;47.2579553649, -2.32445005872
9187;PRINQUIAU;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;LOERE;LA;47.3884933322, -2.02656702079
9188;PRINQUIAU;ACCIDENT VOIE PUBLIQUE;12;RUE;PONT THEBAUD;DU;47.3638390245, -2.01332009336
9194;REZE;ACCIDENT VOIE PUBLIQUE;45;AVENUE;LIBERATION;DE LA;47.1928433099, -1.54711934925
9195;REZE;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;18/06/40;DU;47.1922560454, -1.5546479974
9203;REZE;ACCIDENT VOIE PUBLIQUE;;AVENUE;VENDEE;DE LA;47.1844308318, -1.56258744279
9206;REZE;ACCIDENT VOIE PUBLIQUE;41;RUE;MAZUREAU;;47.1818415834, -1.54136728598
9212;REZE;ACCIDENT VOIE PUBLIQUE;49;RUE;CHARLES RIVIERE;;47.1720500051, -1.5432734577
9217;ROUANS;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BRIORDERIE;LA;47.1550261592, -1.83044179657
9220;SAUTRON;ACCIDENT VOIE PUBLIQUE;51;RUE;BRETAGNE;DE;47.2617117608, -1.66899030984
9224;SAVENAY;ACCIDENT VOIE PUBLIQUE;;ROUTE;BOUEE;DE;47.3411305692, -1.91960876702
9230;ST ANDRE DES EAUX;ACCIDENT VOIE PUBLIQUE;6;IMPASSE;TYPHAS;DES;47.3190340447, -2.30881706896
9234;ST ANDRE DES EAUX;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;PEDRAS;DES;47.3019636193, -2.30620682059
9235;ST BREVIN LES PINS;ACCIDENT VOIE PUBLIQUE;;CHEMIN;TAILLAIS;DES;47.2728029407, -2.13672783941
9242;ST BREVIN LES PINS;ACCIDENT VOIE PUBLIQUE;;AVENUE;DONATIEN BECHE;;47.248059456, -2.16269786003
9245;ST BREVIN LES PINS;ACCIDENT VOIE PUBLIQUE;9;RUE;PORNIC;DE;47.2448698728, -2.16269417624
9246;ST BREVIN LES PINS;ACCIDENT VOIE PUBLIQUE;17;AVENUE;GUERCHE;DE LA;47.2425654795, -2.16101842565
8749;BOUSSAY;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PELTIERE;LA;47.0473803237, -1.14910514085
8754;CAMPBON;ACCIDENT VOIE PUBLIQUE;;ROUTE;BRETAGNE;DE;47.4169896646, -2.00835283477
8758;CARQUEFOU;ACCIDENT VOIE PUBLIQUE;;AVENUE;SOUCHAIS;DU;47.3043606557, -1.49764133269
8765;CARQUEFOU;ACCIDENT VOIE PUBLIQUE;33-35;CHEMIN;CHAMP DE MANOEUVRE;DU;47.2751784163, -1.50635991365
8767;CARQUEFOU;ACCIDENT VOIE PUBLIQUE;33;RUE;MAINGUAIS;DE LA;47.2719730482, -1.49956612872
8768;CHATEAUBRIANT;ACCIDENT VOIE PUBLIQUE;;ESPLANADE;TERRASSES;DES;47.7186556589, -1.37180766094
