Identifiant;Commune du lieu d'intervention;Type d'intervention;Numéro de la voie;Type de voie;Nom de la voie;Préfixe de la voie;location
5584;MACHECOUL;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;LOCHAIS;LE;47.0035337508, -1.78580635288
5594;MAISDON SUR SEVRE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;GUSTAIS;LA;47.1285896354, -1.39294231166
5598;MAISDON SUR SEVRE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D58 RTE DE ST LUMINE CLIS;;47.094367365, -1.37815307755
5599;MAISDON SUR SEVRE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D58 RTE DE ST LUMINE CLIS;;47.094367365, -1.37815307755
5601;MALVILLE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS NANTES - VANNES;;47.3499184769, -1.87374409253
5622;MAUVES SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PARIS - PROVINCE;;47.3220659374, -1.40735271866
5629;MESANGER;ACCIDENT VOIE PUBLIQUE;;LOTISSEMENT;ETOURNEAUX;DES;47.3995439849, -1.21329517633
5631;MESQUER;ACCIDENT VOIE PUBLIQUE;;RUE;ARTISANS;DES;47.3922853342, -2.45850239165
5637;MOISDON LA RIVIERE;ACCIDENT VOIE PUBLIQUE;;RUE;BREVENT;DU;47.6254247036, -1.37526017477
5642;MONTBERT;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CHEZ PLISSONNEAU;;47.0794249321, -1.43353372233
5646;MONTOIR DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;75ter;RUE;PATURES;DES;47.3331878619, -2.18166688795
5650;MONTOIR DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;RUE;DOCTEUR SCHWEITZER;DU;47.3256550929, -2.16575017156
5664;MOUZEIL;ACCIDENT VOIE PUBLIQUE;13;RUE;COLICHETIERE;DE LA;47.4468058288, -1.34286590133
5665;MOUZEIL;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MORINIERE;LA;47.4387843415, -1.34422334748
5668;MOUZEIL;ACCIDENT VOIE PUBLIQUE;;RUE;PONT ESNAULT;DU;47.4366115552, -1.30415156623
5670;MOUZEIL;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BOULAY;LE;47.431082952, -1.33067309015
4748;ANCENIS;ACCIDENT VOIE PUBLIQUE;;RUE;BOURGOGNE;DE;47.3876215426, -1.19065149303
4752;BLAIN;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D164 RTE DE NORT SUR ERDRE;;47.4693848331, -1.7284824055
4753;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;RUE;MAISON DAVID;DE LA;47.1676682529, -1.60204623612
4763;DONGES;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CONDE;;47.3337405374, -2.09952840674
4764;DONGES;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MARTIGNE;;47.3233644701, -2.06198949039
4768;GUENROUET;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BRIMBILY;;47.4956991469, -1.96342968983
4769;HERBIGNAC;ACCIDENT VOIE PUBLIQUE;50;AVENUE;SPORTS;DES;47.4433110199, -2.32681074727
4775;LA CHAPELLE SAINT SAUVEUR;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D22 RTE DE BELLIGNE;;47.4515068907, -1.0126167515
4779;LE BIGNON;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D57 RTE DE MONTBERT;;47.0918664539, -1.49447880712
4788;MONTRELAIS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PROVINCE - PARIS;;47.4173051237, -0.978474459267
4791;NANTES;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE INTERIEUR;;47.2649112218, -1.55952549892
4803;NANTES;ACCIDENT VOIE PUBLIQUE;33;RUE;FELIX LEMOINE;;47.2376705728, -1.54630067996
4804;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;FRERES DE GONCOURT;DES;47.2337129959, -1.56455294657
4807;NANTES;ACCIDENT VOIE PUBLIQUE;51;RUE;COUDRAY;DU;47.2311573507, -1.54313051823
4815;NANTES;ACCIDENT VOIE PUBLIQUE;99 BI;RUE;PAUL BELLAMY;;47.2268164042, -1.56048019105
4827;NANTES;ACCIDENT VOIE PUBLIQUE;42;RUE;CONVENTION;DE LA;47.2107873163, -1.5901113309
4831;NANTES;ACCIDENT VOIE PUBLIQUE;01/11/13;BOULEVARD;CARDIFF;DE;47.1990545709, -1.58286773607
4832;NOTRE DAME DES LANDES;ACCIDENT VOIE PUBLIQUE;;RUE;POSTE;DE LA;47.3804059488, -1.71119967504
4833;NOZAY;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS RENNES - NANTES;;47.5602854395, -1.63476117227
4836;PAIMBOEUF;ACCIDENT VOIE PUBLIQUE;21;RUE;BELEM;DU;47.2846678454, -2.02281694944
4847;ST BREVIN LES PINS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PORNIC - GUERANDE;;47.2420416109, -2.1596644912
4860;TRIGNAC;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PORNIC - GUERANDE;;47.3076368343, -2.19011713973
4867;ABBARETZ;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D2 RTE DE NOZAY;;47.5592506714, -1.53994121869
4872;AIGREFEUILLE SUR MAINE;ACCIDENT VOIE PUBLIQUE;;PONT,VIADUC,PASSERELLE;GUIDEREAU;DE;47.0705713567, -1.38767061697
4879;ANCENIS;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MARCHANDERIE;LA;47.3899162148, -1.19777756114
4880;ANCENIS;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MOULIN DE LA GUERE;LE;47.3893879586, -1.2015081725
4885;ANCENIS;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D14 RTE DE MESANGER;;47.3719093955, -1.18147469584
4886;ANETZ;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PAS;LE;47.390693473, -1.08630722936
4887;ANETZ;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D8 RTE DE ST HERBLON;;47.3881520237, -1.10005186078
4898;ASSERAC;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D82 RTE DE PONT MAHE;;47.4385305041, -2.42431805263
4913;BASSE GOULAINE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE INTERIEUR;;47.2187000961, -1.47648682315
4919;BASSE GOULAINE;ACCIDENT VOIE PUBLIQUE;4;RUE;COUPRIES;DES;47.1951630191, -1.4697761618
4921;BASSE GOULAINE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D149 NANTES - CLISSON;;47.1878112007, -1.46794553466
4925;BESNE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D773 PONTCHATEAU - DONGES;;47.3928433328, -2.10025172007
4936;BLAIN;ACCIDENT VOIE PUBLIQUE;;PONT,VIADUC,PASSERELLE;BOUGARD;DE;47.4744493031, -1.83981331951
4939;BLAIN;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BOUCAHAN;LE;47.4624345169, -1.71914626018
4941;BLAIN;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;HAMEAU LE MOUTON BLANC;;47.4598126004, -1.69311539143
4950;BONNOEUVRE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D33 RTE DE RIAILLE;;47.5255429398, -1.25614456595
4951;BONNOEUVRE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D33 RTE DE RIAILLE;;47.5255429398, -1.25614456595
4964;BOUAYE;ACCIDENT VOIE PUBLIQUE;42;ROUTE;SABLONS;DES;47.1326265165, -1.66404173084
4965;BOUEE;ACCIDENT VOIE PUBLIQUE;;PONT,VIADUC,PASSERELLE;CORNAIS;DE LA;47.3258840642, -1.89076878294
4974;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;ECHANGEUR,PORTE;PORTE DE BOUGUENAIS;;47.1789042157, -1.60745681329
4978;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.1767196611, -1.59890759418
4993;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PAIMBOEUF - NANTES;;47.1669596374, -1.64387568793
4998;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PARQUET;LE;47.1581400315, -1.62877330236
5003;BOURGNEUF EN RETZ;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CHAMPS PLAT;LE;47.0567246815, -1.97135291661
5005;BOURGNEUF EN RETZ;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;GLEMERIE;LA;47.0582565146, -1.91839816251
5006;BOURGNEUF EN RETZ;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D758 RTE DE STE PAZANNE;;47.0541522569, -1.92582405353
5017;BOUVRON;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CROIX BLANCHE;LA;47.3915520464, -1.87875523103
5023;BRAINS;ACCIDENT VOIE PUBLIQUE;7;RUE;CHAUSSEE;DE LA;47.169278872, -1.73496373884
5025;BRAINS;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D11 RTE DE BOUAYE;;47.1619748136, -1.7178203706
5028;CAMPBON;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BATINE;;47.4145511974, -2.00803464761
5030;CAMPBON;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;HARLIERE;LA;47.4103829781, -1.93294030427
5045;CARQUEFOU;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PROVINCE - PARIS;;47.2977997131, -1.43874839403
5046;CARQUEFOU;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PROVINCE - PARIS;;47.2977997131, -1.43874839403
5052;CARQUEFOU;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PROVINCE - PARIS;;47.291067652, -1.49682000882
5059;CARQUEFOU;ACCIDENT VOIE PUBLIQUE;;;SENS PARIS - PROVINCE;;47.285673051, -1.50818662377
5060;CARQUEFOU;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;HOUSSEAU;DU;47.2831364293, -1.50646885002
5062;CARQUEFOU;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;BELLE ETOILE;DE LA;47.2820717022, -1.45396898218
5084;CHATEAUBRIANT;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D178 RTE DE NOYAL S BRUTZ;;47.708198817, -1.35945711188
5085;CHATEAUBRIANT;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D771 RTE DE NOZAY;;47.7056326495, -1.38629062719
5086;CHATEAUBRIANT;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D35 RTE D'ISSE;;47.6987089321, -1.39161985981
5092;CHAUVE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;HAUTE GAUTRAIS;LA;47.1354025721, -2.02620083765
5095;CHEMERE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D751 NANTES - PORNIC;;47.1315665855, -1.88091911024
5098;CLISSON;ACCIDENT VOIE PUBLIQUE;;RUE;PASTEUR;;47.0917169661, -1.29134667097
5108;CORCOUE SUR LOGNE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;FIEF BOIVEAU;LE;46.9485640242, -1.62316953601
5109;CORCOUE SUR LOGNE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D61 RTE DE ROCHESERVIERE;;46.9482340063, -1.55012951378
5110;CORCOUE SUR LOGNE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CLODY;LE;46.9412870701, -1.62260742567
5114;CORSEPT;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MOISANS;LES;47.2735426668, -2.09373828138
5115;CORSEPT;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D77 RTE DE ST BREVIN PINS;;47.2714162047, -2.09749364077
5120;CORSEPT;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;GAUTERIE;LA;47.2452966884, -2.0725704702
5126;COUERON;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MONTAGNE;LA;47.2453150409, -1.6890057484
5152;DERVAL;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS NANTES - RENNES;;47.6927996462, -1.7024283879
5177;DREFFEAC;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;RENDREUX;;47.4720483643, -2.09687174813
5178;DREFFEAC;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PERNEL;;47.4693728203, -2.09027142222
5181;ERBRAY;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BROSSAIS;LE;47.6823637957, -1.37988417687
5185;ERBRAY;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;COLLINERIE;LA;47.650603549, -1.27339024491
5186;FAY DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D81 RTE DE PLESSE;;47.4298538584, -1.80114181706
5187;FAY DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D81 RTE DE PLESSE;;47.4298538584, -1.80114181706
5190;FAY DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MENARDAIS;LA;47.4210500251, -1.77343687977
5192;FAY DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;RIDELAIS;LA;47.4181177877, -1.82673381734
5199;FAY DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D16 RTE D'HERIC;;47.4101565243, -1.76261886517
5201;FAY DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D15 RTE DU TEMPLE BRETAGNE;;47.3869092428, -1.79145735901
5210;FRESNAY EN RETZ;ACCIDENT VOIE PUBLIQUE;;RUE;PUY CIVAUX;DU;47.0235497052, -1.87300122173
5214;FROSSAY;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PRE MACE;LE;47.2428216137, -1.94943480277
5224;FROSSAY;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;ROCHELLE;LA;47.2154233118, -1.92591256691
5225;FROSSAY;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BEAU BOIS;LE;47.2152527587, -1.92954830612
5232;GENESTON;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;GARENNES;LES;47.0586240662, -1.52993238833
5234;GENESTON;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D937 RTE ST PHILBERT BOUAI;;47.0505763934, -1.50912412227
5235;GETIGNE;ACCIDENT VOIE PUBLIQUE;;RUE;MOULINS;DES;47.0825584128, -1.25865079014
5242;GORGES;ACCIDENT VOIE PUBLIQUE;;PONT,VIADUC,PASSERELLE;SEVRE;DE LA;47.1070019876, -1.30438379614
5250;GRANDCHAMPS;ACCIDENT VOIE PUBLIQUE;;;NOE DAVY;DE LA;47.3556919302, -1.6185446865
5251;GRANDCHAMPS;ACCIDENT VOIE PUBLIQUE;;;SENS RENNES - NANTES;;47.3513056164, -1.65625667753
5256;GUEMENE PENFAO;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D125 RTE DE MASSERAC;;47.6462834582, -1.87669898024
5261;GUEMENE PENFAO;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;JUZET;;47.6278111339, -1.78628323126
5264;GUEMENE PENFAO;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MEZILLAC;;47.6120246531, -1.79711203625
5265;GUEMENE PENFAO;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D3 RTE DE PLESSE;;47.6079393339, -1.84230430485
5266;GUEMENE PENFAO;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D15 RTE DE BLAIN;;47.6062321972, -1.81506704297
5302;GUERANDE;ACCIDENT VOIE PUBLIQUE;;ROUTE;DREZEUX;DE;47.3281143954, -2.46230953079
5305;GUERANDE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;LESSAC BOUTEILLER;;47.3260890214, -2.36341165312
4751;BATZ SUR MER;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D774 RTE DE GUERANDE;;47.2802629859, -2.45570820112
4755;BOUVRON;ACCIDENT VOIE PUBLIQUE;;PLACE;ABBE CORBILLE;DE L';47.417592592, -1.84604255667
4761;DERVAL;ACCIDENT VOIE PUBLIQUE;;;SENS RENNES - NANTES;;47.6896428318, -1.70126763011
4770;HERIC;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;SAINT CLEMENT DE LA CROIX;;47.3759745656, -1.65237453766
4772;JANS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS NANTES - RENNES;;47.625688061, -1.64314282432
4776;LA CHAPELLE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;RUE;MARTIN LUTHER KING;;47.2971880143, -1.55186997404
4781;MAISDON SUR SEVRE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BIDIERE;LA;47.1390259279, -1.37460977147
4793;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;MARTIN LUTHER KING;;47.2564918722, -1.55466551318
4799;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;08/05/45;DU;47.2434541413, -1.55641515648
4813;NANTES;ACCIDENT VOIE PUBLIQUE;179;RUE;PAUL BELLAMY;;47.2268164042, -1.56048019105
4816;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;PITRE CHEVALIER;;47.2238490369, -1.5507316095
4817;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;PITRE CHEVALIER;;47.2238490369, -1.5507316095
4818;NANTES;ACCIDENT VOIE PUBLIQUE;;;PRAIRIE DE MAUVES/NTES-PAR;DE LA;47.2244438229, -1.49855159618
4819;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;ORADOUR SUR GLANE;D';47.2206975938, -1.59558476202
4825;NANTES;ACCIDENT VOIE PUBLIQUE;;AVENUE;CARNOT;;47.213729871, -1.54498676518
4826;NANTES;ACCIDENT VOIE PUBLIQUE;30;ROUTE;SAINT HERBLAIN;DE;47.2104475302, -1.60218106851
4830;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;JEAN MONNET;;47.2091222683, -1.55021718707
4838;PORNICHET;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;HIPPODROME;DE L';47.2608476481, -2.33470946168
4839;QUILLY;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D43 RTE DE ST GILDAS BOIS;;47.4703171644, -1.95726169343
4843;ROUGE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D163 RTE DE CHATEAUBRIANT;;47.7615116896, -1.42523201328
4849;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;CHARLES DE GAULLE;;47.2160477723, -1.64106274876
4855;ST VIAUD;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PLEIN AIR;;47.2764171506, -2.01106360522
4865;ABBARETZ;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PARADEL;LE;47.5798911832, -1.51016971948
4874;ANCENIS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PARIS - PROVINCE;;47.4008643583, -1.19516096061
4881;ANCENIS;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MOULIN DE LA GUERE;LE;47.3893879586, -1.2015081725
4882;ANCENIS;ACCIDENT VOIE PUBLIQUE;;RUE;HERMITAGE;DE L';47.3870480774, -1.17991399998
4890;ARTHON EN RETZ;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;SICAUDAIS;LA;47.1876530761, -1.94643199383
4893;ARTHON EN RETZ;ACCIDENT VOIE PUBLIQUE;;ROUTE;SICAUDAIS;DE LA;47.1394336543, -1.94405617288
4897;ASSERAC;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PONT MAHE;;47.4466654198, -2.44863772427
4900;AVESSAC;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D775 REDON-GUEMENE PENFAO;;47.636176523, -1.92611122712
4904;BASSE GOULAINE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D751 RTE LEVEE LA DIVATTE;;47.2345981686, -1.46142171289
4905;BASSE GOULAINE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MON REVE;;47.2334673439, -1.46212157453
4914;BASSE GOULAINE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS CHOLET - NANTES;;47.2183007093, -1.45446197926
4915;BASSE GOULAINE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS CHOLET - NANTES;;47.2183007093, -1.45446197926
4933;BLAIN;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D164 RTE DE REDON;;47.4833947184, -1.80843847312
4947;BLAIN;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D15 RTE DE FAY DE BRETAGNE;;47.4329983701, -1.78192493689
4958;BOUAYE;ACCIDENT VOIE PUBLIQUE;100;RUE;NANTES;DE;47.1440352515, -1.68612324912
4961;BOUAYE;ACCIDENT VOIE PUBLIQUE;;RUE;NOE;DE LA;47.1396098371, -1.66889318433
4969;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.1832525976, -1.61356383576
4970;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.1832525976, -1.61356383576
4972;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE INTERIEUR;;47.1803748484, -1.60843706524
4979;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PAIMBOEUF - NANTES;;47.1761934907, -1.61059923211
4980;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D751 NANTES - PORNIC;;47.173253395, -1.67277047327
4987;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE INTERIEUR;;47.1723714063, -1.59119108223
4988;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE INTERIEUR;;47.1723714063, -1.59119108223
5009;BOURGNEUF EN RETZ;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D758 RTE DE BOUIN;;47.0295643279, -1.96330979694
5018;BRAINS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;NANTES - PAIMBOEUF;;47.1828492753, -1.72181905038
5019;BRAINS;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D723 NANTES - PAIMBOEUF;;47.178319182, -1.70770980388
5021;BRAINS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PAIMBOEUF - NANTES;;47.1752420599, -1.69450492483
5034;CARQUEFOU;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MONCEAUX;LES;47.3109812239, -1.50655175925
5047;CARQUEFOU;ACCIDENT VOIE PUBLIQUE;;IMPASSE;VIEILLEVILLE;DE;47.2937175045, -1.47527363902
5055;CARQUEFOU;ACCIDENT VOIE PUBLIQUE;;;SENS PROVINCE - PARIS;;47.291244093, -1.47708278072
5067;CARQUEFOU;ACCIDENT VOIE PUBLIQUE;;RUE;BEL AIR;DE;47.2666780643, -1.48977885211
5071;CASSON;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D69 SUCE - NORT S ERDRE;;47.3968755409, -1.52701212031
5073;CHATEAU THEBAUD;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;TRIANON;LE;47.1170111044, -1.44855281797
5076;CHATEAUBRIANT;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;HOUX VERT;LE;47.7293428203, -1.39268046573
5089;CHAUVE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D5 RTE DE ST PERE EN RETZ;;47.1708082908, -2.00506572276
5096;CHEMERE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D751 NANTES - PORNIC;;47.1315665855, -1.88091911024
5107;CORCOUE SUR LOGNE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;GUILLAUDIERE;LA;46.9524063336, -1.55432478421
5113;CORDEMAIS;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PETITES LANDES;LES;47.2972548604, -1.85693494843
5118;CORSEPT;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PITARDAIS;LA;47.2579578645, -2.12522894257
5121;COUERON;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS VANNES - NANTES;;47.263230901, -1.70497583826
5130;COUERON;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MOYE;;47.2383014163, -1.69793447733
5140;COUERON;ACCIDENT VOIE PUBLIQUE;1;IMPASSE;AULNES;DES;47.2132552973, -1.6965356722
5141;COUERON;ACCIDENT VOIE PUBLIQUE;10;RUE;NIESCIEREWICZ;;47.2113118767, -1.71291312547
5144;COUFFE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PARIS - PROVINCE;;47.3881115873, -1.24764466725
5148;CROSSAC;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PLANCHE MARION;LA;47.4227694713, -2.14685685962
5150;CROSSAC;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D16 RTE DE PONTCHATEAU;;47.4179142512, -2.15774510314
